Gene,SRR5886303,SRR5886304,SRR5886305,SRR5886306
STAT1,7156,6567,4999,3833
STAT2,2050,1291,1072,887
STAT3,9072,6081,8712,6872
STAT4,5,5,5,0
STAT5A,281,194,321,339
STAT5B,2674,1875,2625,2113
STAT6,2939,1371,2622,2036
STATH,0,0,0,0
STAU1,4973,3773,4010,3404
STAU2,1010,976,1063,1024
STAU2-AS1,0,0,6,4
STBD1,14,4,23,17
STC1,444,445,31,24
STC2,14476,8466,2534,1813
STEAP1,204,171,14,4
STEAP1B,9,10,2,2
STEAP2,6,4,0,0
STEAP2-AS1,0,0,0,0
STEAP3,1945,1067,1721,1359
STEAP3-AS1,1,2,3,2
STEAP4,2592,1947,12439,11050
STH,0,0,1,0
STIL,3490,3565,2993,2287
STIM1,1237,776,1063,833
STIM2,501,511,358,315
STIM2-AS1,1,4,1,1
STIMATE,247,153,282,177
STIMATE-MUSTN1,1,0,0,0
STING1,445,218,469,440
STIP1,13115,9207,18207,13254
STK10,532,254,547,430
STK11,11,0,3,9
STK11IP,261,59,316,258
STK16,261,113,254,185
STK17A,3797,3549,1327,957
STK17B,1923,1968,1045,806
STK19,287,160,239,152
STK24,4142,3258,2732,2034
STK24-AS1,26,19,17,10
STK25,982,341,1090,848
STK26,3046,3201,2458,1906
STK3,1206,1288,992,724
STK31,11,12,6,6
STK32A,11,10,4,0
STK32A-AS1,0,0,0,0
STK32B,230,210,421,333
STK32C,560,286,396,400
STK33,0,2,1,0
STK35,1308,663,1209,979
STK36,558,344,659,528
STK38,2353,2276,2237,1661
STK38L,2327,2608,1599,1256
STK39,1174,1104,370,278
STK4,5714,5092,3243,2523
STK4-AS1,9,5,8,2
STK40,539,221,318,269
STKLD1,0,1,1,1
STMN1,12755,12738,7978,5854
STMN2,0,0,0,0
STMN3,10,13,8,9
STMN4,0,0,0,0
STMND1,0,1,0,0
STMP1,805,898,508,532
STN1,265,190,241,207
STOM,10923,8834,13787,10936
STOML1,127,33,76,41
STOML2,3845,2094,4191,3210
STOML3,0,0,0,0
STON1,1,2,1,1
STON1-GTF2A1L,3,0,0,0
STON2,4849,4324,2460,1812
STOX1,142,140,55,31
STOX2,375,249,656,538
STPG1,135,79,55,28
STPG2,2,2,2,1
STPG2-AS1,0,0,0,0
STPG3,0,0,0,0
STPG3-AS1,7,5,4,8
STPG4,29,32,15,2
STRA6,444,190,476,374
STRA8,0,0,0,0
STRADA,263,167,202,181
STRADB,548,468,360,288
STRAP,9037,8745,7567,6266
STRBP,3209,3204,2897,2110
STRC,0,0,1,0
STRCP1,0,0,0,0
STRIP1,1887,1109,1395,1121
STRIP2,542,466,498,447
STRIT1,0,0,0,0
STRN,2109,2157,1661,1405
STRN3,2193,2034,1718,1398
STRN4,574,298,616,489
STS,1719,1338,3437,3016
STT3A,6155,5376,5634,4006
STT3A-AS1,2,2,1,3
STT3B,14158,14197,11210,9094
STUB1,607,136,1253,1002
STUM,15,15,5,0
STX10,674,187,1001,794
STX11,353,324,178,176
STX12,822,811,455,409
STX16,991,824,617,797
STX16-NPEPL1,11,10,14,13
STX17,1278,1153,935,815
STX17-AS1,2,2,5,0
STX18,1080,857,802,566
STX18-AS1,58,32,91,56
STX18-IT1,9,3,2,7
STX19,0,0,1,0
STX1A,118,24,106,85
STX1B,31,7,37,27
STX2,1308,1069,787,559
STX3,3394,2877,1230,890
STX4,322,162,361,302
STX5,1147,550,993,686
STX6,2125,1788,2068,1671
STX7,1550,1676,669,590
STX8,475,383,380,249
STXBP1,304,168,492,472
STXBP2,214,107,253,238
STXBP3,2086,2088,1646,1356
STXBP4,379,379,533,467
STXBP5,3216,3169,2576,2187
STXBP5-AS1,3,11,2,2
STXBP5L,2,8,7,5
STXBP6,16,47,41,37
STYK1,68,69,25,8
STYX,1682,1827,899,999
STYXL1,341,269,415,397
SUB1,14943,15114,10974,9150
SUCLA2,1377,1278,1707,1341
SUCLG1,2653,2197,2296,1658
SUCLG2,1499,1393,1177,990
SUCLG2-AS1,27,15,33,26
SUCNR1,0,0,2,1
SUCO,2200,2155,1273,974
SUDS3,2453,2231,2106,1622
SUFU,141,53,134,133
SUGCT,33,17,7,3
SUGP1,769,495,647,540
SUGP2,3703,2542,3425,2736
SUGT1,3146,3110,2777,2277
SUGT1P1,74,64,44,45
SUGT1P3,12,6,14,10
SUGT1P4-STRA6LP,152,118,79,92
SUGT1P4-STRA6LP-CCDC180,1,2,4,8
SULF1,13,15,13,5
SULF2,1485,905,593,451
SULT1A1,55,22,240,230
SULT1A2,1,2,6,4
SULT1A3,0,0,0,0
SULT1A4,0,0,0,0
SULT1B1,0,0,0,0
SULT1C2,0,0,0,0
SULT1C2P1,0,0,0,0
SULT1C3,0,0,0,0
SULT1C4,0,0,0,0
SULT1E1,0,0,0,0
SULT2A1,0,0,1,0
SULT2B1,0,0,2,3
SULT4A1,282,201,160,144
SULT6B1,0,2,0,0
SUMF1,603,435,702,516
SUMF2,2343,1348,2669,1952
SUMO1,5514,5865,3389,2542
SUMO1P1,0,0,0,0
SUMO1P3,769,786,503,332
SUMO2,3377,3362,3130,2458
SUMO3,2196,1914,2705,2025
SUMO4,91,66,50,46
SUN1,3360,2714,2873,2339
SUN2,1382,408,1654,1476
SUN3,10,3,2,1
SUN5,0,0,0,0
SUOX,424,260,410,394
SUPT16H,13876,13336,14116,10024
SUPT20H,1528,1345,1097,858
SUPT20HL1,0,0,0,0
SUPT20HL2,1,0,0,0
SUPT3H,821,859,342,314
SUPT4H1,1511,906,1258,888
SUPT5H,2936,1408,2817,2149
SUPT6H,6839,4457,5319,4338
SUPT7L,2155,1764,1683,1340
SUPV3L1,3269,3082,2881,2071
SURF1,521,362,571,425
SURF2,744,342,722,545
SURF4,6903,4374,8540,6901
SURF6,1346,957,1627,1303
SUSD1,586,489,311,267
SUSD2,104,36,7,13
SUSD3,0,0,0,1
SUSD4,37,29,0,0
SUSD5,1286,1101,415,282
SUSD6,414,205,386,346
SUV39H1,1168,447,1368,1056
SUV39H2,2513,2554,2146,1552
SUZ12,4754,4840,3120,3061
SUZ12P1,756,678,527,459
SV2A,1,1,2,3
SV2B,0,1,40,34
SV2C,0,0,0,0
SVBP,188,113,152,119
SVEP1,4451,3225,3598,2951
SVIL,6159,4308,3437,2730
SVIL-AS1,717,460,453,401
SVIL2P,1,1,0,0
SVIP,407,496,384,393
SVOP,0,0,0,0
SVOPL,13,10,128,99
SWAP70,5905,5433,2881,2264
SWI5,917,546,897,719
SWSAP1,25,8,52,53
SWT1,327,373,166,125
SYAP1,4507,4167,3766,3018
SYBU,1020,616,974,757
SYCE1,0,0,0,0
SYCE1L,4,2,7,3
SYCE2,32,13,20,18
SYCE3,0,1,0,0
SYCN,0,0,0,0
SYCP1,0,0,0,0
SYCP2,431,439,151,110
SYCP2L,36,32,17,18
SYCP3,4,6,4,1
SYDE1,526,192,901,693
SYDE2,877,791,623,436
SYF2,1620,1741,1193,945
SYK,0,0,0,0
SYMPK,654,223,731,820
SYN1,0,0,2,0
SYN2,16,4,4,3
SYN3,0,0,1,1
SYNC,459,311,417,365
SYNCRIP,21709,21390,16612,13925
SYNDIG1,0,0,0,0
SYNDIG1L,0,0,0,0
SYNE1,216,155,337,247
SYNE1-AS1,0,0,0,0
SYNE2,13130,11731,9960,8126
SYNE3,205,152,50,56
SYNE4,3,0,1,2
SYNGAP1,111,55,132,143
SYNGR1,7,1,74,73
SYNGR2,547,171,945,718
SYNGR3,24,14,36,27
SYNGR4,0,0,1,0
SYNJ1,377,470,290,332
SYNJ2,2833,1792,2240,1845
SYNJ2-IT1,5,1,7,4
SYNJ2BP,2034,2006,1910,1567
SYNJ2BP-COX16,0,0,0,0
SYNM,1260,915,2182,1677
SYNPO,156,84,559,528
SYNPO2,58,41,22,12
SYNPO2L,0,1,0,0
SYNPR,0,0,0,0
SYNPR-AS1,0,0,0,0
SYNRG,1543,1296,1353,1146
SYP,37,13,25,12
SYP-AS1,0,1,0,0
SYPL1,1717,1773,1303,1401
SYPL2,97,64,52,43
SYS1,1817,1413,1437,1068
SYS1-DBNDD2,2,0,2,1
SYT1,0,0,4,1
SYT10,0,0,0,0
SYT11,0,7,5,0
SYT12,274,73,1374,1220
SYT13,1,2,2,2
SYT14,2,1,0,0
SYT14P1,0,0,0,0
SYT15,0,0,0,0
SYT16,308,275,6,2
SYT17,58,44,123,90
SYT2,0,0,1,0
SYT3,0,0,0,0
SYT4,0,0,0,0
SYT5,0,0,0,0
SYT6,0,0,0,0
SYT7,48,22,62,62
SYT8,0,0,0,0
SYT9,0,0,0,0
SYTL1,0,0,0,1
SYTL2,442,428,49,29
SYTL3,20,11,10,11
SYTL4,575,543,761,531
SYTL5,1,3,35,29
SYVN1,696,274,635,610
SZRD1,2382,1488,2980,2457
SZT2,1341,608,1038,962
SZT2-AS1,7,2,1,3
TAAR1,0,0,0,0
TAAR2,0,0,0,0
TAAR3P,0,0,0,0
TAAR5,0,0,0,0
TAAR6,0,0,0,0
TAAR8,0,0,0,0
TAAR9,0,0,0,0
TAB1,339,147,387,339
TAB2,3393,3098,1946,1865
TAB2-AS1,0,0,0,0
TAB3,2447,2297,1443,1184
TAB3-AS1,0,0,0,0
TAC1,0,0,0,0
TAC3,2,0,1,0
TAC4,0,0,0,0
TACC1,4463,3961,2561,2065
TACC2,1501,849,2420,2321
TACC3,1404,785,1493,1298
TACO1,595,391,602,458
TACR1,3,1,1,0
TACR2,2,4,2,2
TACR3,0,0,0,0
TACSTD2,0,5,0,0
TADA1,1026,905,886,728
TADA2A,1409,1216,1007,735
TADA2B,386,288,339,268
TADA3,1019,405,916,795
TAF1,6030,5174,4810,4047
TAF10,1033,550,1246,848
TAF11,1636,1503,1682,1180
TAF12,519,379,428,366
TAF13,1339,1414,638,564
TAF15,2857,2509,1428,1342
TAF1A,684,769,429,318
TAF1A-AS1,11,13,12,2
TAF1B,835,958,541,442
TAF1C,422,163,688,599
TAF1D,7836,8795,5945,4942
TAF1L,96,129,90,70
TAF2,6063,6102,5005,3853
TAF3,542,616,357,308
TAF4,460,373,349,403
TAF4B,3240,3011,2443,1727
TAF5,659,652,708,505
TAF5L,827,697,935,614
TAF6,667,231,844,846
TAF6L,325,114,415,339
TAF7,3615,3589,2851,2217
TAF7L,7,6,2,2
TAF8,1897,1346,1201,919
TAF9,3972,3742,2454,1975
TAF9B,2241,2129,1612,1318
TAFA1,1,1,0,1
TAFA2,2,0,2,0
TAFA3,0,0,0,0
TAFA4,0,0,0,0
TAFA5,0,0,0,0
TAGAP,0,0,0,0
TAGLN,22,5,173,127
TAGLN2,15173,7832,16480,12726
TAGLN3,0,0,1,0
TAL1,1,0,1,1
TAL2,2,0,2,3
TALAM1,176,212,195,117
TALDO1,2037,883,3331,2593
TAMM41,592,599,798,590
TANC1,2044,1502,2603,2519
TANC2,3721,2255,2174,2009
TANGO2,457,204,731,595
TANGO6,1616,1255,2342,1770
TANK,1143,1070,709,487
TAOK1,10816,10898,7311,6039
TAOK2,996,404,1442,1175
TAOK3,1997,1870,1134,818
TAP1,1968,1077,1772,1304
TAP2,4658,3191,3297,2443
TAPBP,2974,1694,1916,1787
TAPBPL,45,27,80,56
TAPT1,890,823,469,417
TAPT1-AS1,13,14,13,8
TARBP1,1783,1484,2304,1860
TARBP2,1051,307,1650,1133
TARDBP,6103,5631,6146,4600
TARID,58,41,90,61
TARM1,0,0,0,0
TARP,0,0,57,43
TARS1,52886,50541,24384,17498
TARS2,1402,765,1750,1310
TARS3,263,264,314,265
TAS1R1,1,0,0,0
TAS1R2,0,0,0,0
TAS1R3,3,1,9,11
TAS2R1,45,36,1,1
TAS2R10,5,3,3,2
TAS2R13,104,107,67,73
TAS2R14,87,66,56,71
TAS2R16,0,0,0,0
TAS2R19,185,188,175,124
TAS2R20,191,201,132,124
TAS2R3,79,63,67,87
TAS2R30,133,178,113,113
TAS2R31,130,125,130,112
TAS2R38,0,0,0,0
TAS2R39,0,0,0,0
TAS2R4,61,68,47,35
TAS2R40,0,0,0,0
TAS2R41,0,0,0,0
TAS2R42,0,0,0,0
TAS2R43,12,13,22,14
TAS2R45,0,0,0,0
TAS2R46,70,63,76,57
TAS2R5,64,38,58,46
TAS2R50,44,56,58,54
TAS2R60,0,0,0,0
TAS2R7,0,1,0,1
TAS2R8,0,0,0,0
TAS2R9,0,0,1,2
TASOR,7865,8417,6059,5266
TASOR2,15355,13758,12644,9367
TASP1,720,533,560,477
TAT,0,0,0,1
TAT-AS1,1,5,0,0
TATDN1,1765,2076,1668,1298
TATDN2,2101,1467,2294,1890
TATDN3,390,350,564,383
TAX1BP1,6510,6537,3811,2867
TAX1BP3,115,54,146,131
TAZ,246,115,396,299
TBATA,0,0,0,0
TBC1D1,1131,1020,655,460
TBC1D10A,54,23,78,54
TBC1D10B,378,167,597,468
TBC1D10C,0,0,1,0
TBC1D12,935,999,441,331
TBC1D13,788,419,1072,828
TBC1D14,2009,1277,1945,1500
TBC1D15,2763,2788,1600,1488
TBC1D16,430,188,491,458
TBC1D17,117,44,132,140
TBC1D19,337,310,163,116
TBC1D2,171,76,168,136
TBC1D20,1590,1001,1161,896
TBC1D21,0,0,0,0
TBC1D22A,534,266,486,421
TBC1D22A-AS1,0,0,0,0
TBC1D22B,864,581,538,431
TBC1D23,4391,4283,1894,1645
TBC1D24,235,151,396,359
TBC1D25,524,236,498,351
TBC1D26,0,2,2,1
TBC1D27P,0,0,0,0
TBC1D28,0,0,0,0
TBC1D2B,1791,1319,966,745
TBC1D3,0,0,0,0
TBC1D30,404,367,706,522
TBC1D31,2956,2934,2333,1583
TBC1D32,377,358,289,245
TBC1D3B,0,0,0,0
TBC1D3C,0,1,0,0
TBC1D3D,0,0,0,0
TBC1D3E,0,0,0,0
TBC1D3F,0,0,0,0
TBC1D3G,0,0,0,0
TBC1D3H,0,1,1,4
TBC1D3I,0,0,0,0
TBC1D3J,0,0,0,0
TBC1D3K,0,0,0,0
TBC1D3L,16,10,18,18
TBC1D3P1-DHX40P1,30,52,24,17
TBC1D3P2,0,0,0,0
TBC1D3P5,0,0,0,0
TBC1D4,4038,3515,3411,2770
TBC1D5,1837,1484,1641,1386
TBC1D7,225,201,124,105
TBC1D7-LOC100130357,1,1,2,0
TBC1D8,1778,985,1163,868
TBC1D8-AS1,13,11,6,4
TBC1D8B,39,47,38,25
TBC1D9,1964,1730,942,734
TBC1D9B,1915,871,1978,1561
TBCA,3135,3191,2717,1944
TBCB,897,398,879,643
TBCC,611,356,548,438
TBCCD1,686,640,680,509
TBCD,1037,540,895,720
TBCE,636,602,603,490
TBCEL,1306,1203,608,579
TBCK,410,469,466,348
TBILA,115,99,127,74
TBK1,2060,2206,1671,1382
TBKBP1,4,7,8,11
TBL1X,3232,1901,2327,2284
TBL1XR1,23457,23977,12125,11284
TBL1Y,0,1,0,0
TBL2,2095,1616,2258,1735
TBL3,253,47,703,662
TBP,895,723,744,510
TBPL1,1117,1227,741,556
TBPL2,0,0,1,0
TBR1,3,0,0,0
TBRG1,1154,1097,689,543
TBRG4,2256,818,3453,2775
TBX1,35,23,149,148
TBX10,0,0,0,0
TBX15,0,3,0,3
TBX18,0,0,0,0
TBX18-AS1,0,0,0,0
TBX19,64,43,25,24
TBX2,13,2,11,15
TBX2-AS1,6,6,8,6
TBX20,16,8,31,25
TBX21,0,0,0,0
TBX22,0,0,0,0
TBX3,799,707,872,731
TBX4,0,0,0,0
TBX5,0,0,0,0
TBX5-AS1,0,0,0,0
TBX6,0,0,0,1
TBXA2R,13,4,70,70
TBXAS1,4,0,2,1
TBXT,0,0,0,0
TC2N,40,30,146,146
TCAF1,682,594,587,445
TCAF2,59,43,50,40
TCAF2P1,0,0,0,0
TCAIM,1618,1631,1820,1473
TCAM1P,1,0,0,0
TCAP,0,0,1,2
TCEA1,3972,4201,1944,1641
TCEA2,89,22,77,92
TCEA3,69,53,81,67
TCEAL1,469,423,450,432
TCEAL2,0,1,0,0
TCEAL3,69,74,23,30
TCEAL4,2536,2927,1856,1197
TCEAL5,0,0,0,0
TCEAL6,0,1,0,0
TCEAL7,0,0,0,0
TCEAL8,721,701,682,498
TCEAL9,2779,3443,2485,1618
TCEANC,65,62,84,46
TCEANC2,640,515,429,316
TCERG1,6380,6548,5117,4146
TCERG1L,1,1,0,1
TCERG1L-AS1,0,1,0,0
TCF12,4783,4546,3747,2973
TCF15,0,0,0,0
TCF19,2460,1780,1458,1024
TCF20,4955,3448,4155,3136
TCF21,1,0,0,1
TCF23,0,1,0,0
TCF24,0,3,5,1
TCF25,968,389,1909,1656
TCF3,1079,583,1155,1035
TCF4,0,0,5,1
TCF4-AS1,0,0,0,0
TCF7,0,2,3,3
TCF7L1,3,0,1,0
TCF7L1-IT1,0,0,0,1
TCF7L2,480,323,306,316
TCFL5,777,594,942,771
TCHH,0,0,0,0
TCHHL1,0,1,0,0
TCHP,560,351,431,243
TCIM,346,291,582,392
TCIRG1,206,32,369,346
TCL1A,0,0,0,0
TCL1B,0,0,0,0
TCL6,0,0,0,0
TCN1,0,3,0,0
TCN2,0,0,1,0
TCOF1,5350,2362,7008,5889
TCP1,29955,29324,26423,18882
TCP10,0,0,0,0
TCP10L,0,0,1,0
TCP10L2,0,0,0,0
TCP11,1,0,1,2
TCP11L1,877,677,779,566
TCP11L2,332,325,138,94
TCP11X1,0,0,0,0
TCP11X2,0,0,0,0
TCTA,754,367,618,451
TCTE1,1,1,0,1
TCTE3,264,222,137,138
TCTEX1D1,0,0,0,0
TCTEX1D2,98,92,145,93
TCTEX1D4,4,1,3,6
TCTN1,546,480,528,397
TCTN2,283,213,350,222
TCTN3,1318,1039,1640,1192
TDG,1828,1935,2508,1887
TDGF1,0,0,0,0
TDGF1P3,0,0,0,0
TDH,1,1,0,0
TDO2,36,44,0,0
TDP1,1462,998,1277,1011
TDP2,1864,2122,1134,1021
TDRD1,0,0,0,0
TDRD10,0,1,0,1
TDRD12,31,19,15,10
TDRD15,0,0,0,0
TDRD3,922,851,1019,800
TDRD5,0,0,0,0
TDRD6,25,30,3,6
TDRD7,231,177,220,193
TDRD9,1767,1453,1394,1156
TDRG1,0,0,0,1
TDRKH,290,291,176,163
TDRKH-AS1,28,11,27,24
TDRP,180,172,164,165
TEAD1,14157,12642,11283,9251
TEAD2,280,166,660,533
TEAD3,250,106,306,270
TEAD4,914,491,978,768
TEC,202,177,220,132
TECPR1,158,70,115,81
TECPR2,632,304,528,364
TECR,348,165,589,566
TECRL,0,0,0,0
TECTA,5,9,6,4
TECTB,0,0,0,0
TEDC1,100,16,206,182
TEDC2,149,56,178,174
TEDDM1,0,0,0,0
TEF,183,92,137,144
TEFM,669,570,459,377
TEK,27,27,5,5
TEKT1,0,0,0,0
TEKT2,0,0,3,2
TEKT3,1,3,0,1
TEKT4,0,0,0,0
TEKT4P2,29,17,41,26
TEKT5,3,1,0,2
TELO2,141,16,398,435
TEMN3-AS1,0,0,0,0
TEN1,0,0,0,0
TEN1-CDK3,6,3,11,8
TENM1,0,1,1,1
TENM2,261,167,106,129
TENM3,2848,2411,2515,2150
TENM3-AS1,131,109,210,178
TENM4,0,0,0,1
TENT2,1870,1927,1327,1031
TENT4A,4869,3581,4099,3431
TENT4B,1055,1031,1372,1134
TENT5A,2369,2312,5402,4721
TENT5B,159,54,282,244
TENT5C,608,541,1291,1141
TENT5D,0,0,0,0
TEP1,1107,684,795,612
TEPP,0,0,0,2
TEPSIN,228,67,238,172
TERB1,1,7,0,4
TERB2,0,0,0,0
TERC,398,61,599,576
TERF1,726,865,587,477
TERF2,226,184,308,299
TERF2IP,1945,1923,1895,1342
TERT,7,3,31,23
TES,5569,4567,4077,3195
TESC,53,4,84,86
TESC-AS1,0,0,0,1
TESK1,123,46,175,146
TESK2,130,65,132,93
TESMIN,77,67,61,46
TESPA1,0,0,0,0
TET1,7,6,3,6
TET2,1891,1611,1416,1205
TET2-AS1,0,0,1,0
TET3,2537,1625,1511,1641
TEX10,4023,3817,3642,2567
TEX101,0,0,0,0
TEX11,0,0,0,1
TEX12,1,2,0,0
TEX13A,0,0,0,0
TEX13B,1,0,0,0
TEX13C,0,0,0,0
TEX13D,0,0,0,0
TEX14,14,10,6,10
TEX15,0,0,0,0
TEX19,104,36,42,26
TEX2,1556,1191,1596,1073
TEX21P,2,0,6,2
TEX22,12,0,16,22
TEX26,0,0,0,0
TEX26-AS1,1,0,0,0
TEX261,2534,1440,1764,1369
TEX264,521,197,914,732
TEX28,0,0,0,0
TEX29,3,1,3,1
TEX30,1000,1027,716,532
TEX33,0,0,0,0
TEX35,0,0,0,0
TEX36,3,2,0,2
TEX36-AS1,0,0,0,0
TEX37,5,2,3,0
TEX38,0,0,0,0
TEX41,0,1,0,2
TEX43,3,0,0,1
TEX44,0,0,0,0
TEX45,1,4,4,1
TEX46,4,2,3,1
TEX47,0,0,0,0
TEX48,2,1,0,0
TEX49,0,1,0,0
TEX50,0,0,0,0
TEX51,0,0,0,0
TEX52,2,0,1,0
TEX53,0,0,0,0
TEX55,0,0,0,0
TEX9,157,179,79,55
TF,3,1,0,1
TFAM,7431,8132,5158,4097
TFAMP1,2,0,0,0
TFAP2A,1266,912,1056,1131
TFAP2A-AS1,47,18,48,46
TFAP2A-AS2,107,109,62,49
TFAP2B,0,0,0,0
TFAP2C,536,449,352,290
TFAP2D,0,0,0,0
TFAP2E,2,2,5,7
TFAP4,291,149,578,528
TFB1M,1069,871,903,727
TFB2M,1757,1702,1762,1279
TFCP2,2253,2400,1776,1539
TFCP2L1,3,6,1,0
TFDP1,4116,2863,5174,3734
TFDP2,3004,2548,2363,1796
TFDP3,0,0,0,0
TFE3,1714,986,1010,825
TFEB,8,2,23,28
TFEC,7,6,1,4
TFF1,0,0,0,0
TFF2,0,0,0,0
TFF3,0,0,0,0
TFG,6121,5670,4363,3652
TFIP11,2361,1469,2469,1711
TFPI,8132,8203,7456,6309
TFPI2,658,676,1075,853
TFPT,114,30,123,90
TFR2,45,16,107,77
TFRC,113268,114350,82591,62311
TG,8,4,1,3
TGDS,780,825,939,740
TGFA,683,523,112,60
TGFA-IT1,7,3,0,1
TGFB1,102,41,107,138
TGFB1I1,9,6,4,1
TGFB2,4693,4700,1487,1034
TGFB2-AS1,28,12,12,4
TGFB2-OT1,0,0,0,0
TGFB3,242,125,260,226
TGFBI,5076,3215,2707,2068
TGFBR1,6429,6445,3430,3007
TGFBR2,2766,2222,1985,1501
TGFBR3,797,628,1329,1083
TGFBR3L,1,1,1,1
TGFBRAP1,1385,841,1340,1035
TGIF1,2850,1903,1864,1405
TGIF2,1439,927,1357,1105
TGIF2-RAB5IF,0,0,2,4
TGIF2LX,0,0,0,0
TGIF2LY,0,0,0,0
TGM1,43,8,91,95
TGM2,1564,661,716,684
TGM3,0,0,0,0
TGM4,34,25,21,11
TGM5,0,0,0,0
TGM6,0,0,0,0
TGM7,0,0,0,0
TGOLN2,7092,5794,4874,3964
TGS1,4003,3869,2938,2132
TH,0,0,0,0
TH2LCRR,0,0,0,0
THADA,3423,2994,2966,2384
THAP1,721,730,356,289
THAP10,153,123,55,54
THAP11,374,293,550,490
THAP12,4188,4396,3785,2777
THAP2,90,83,98,81
THAP3,212,78,237,210
THAP4,633,233,995,843
THAP5,1892,2203,1221,1030
THAP6,724,739,436,331
THAP7,417,125,562,474
THAP7-AS1,104,27,103,73
THAP8,39,8,16,19
THAP9,360,370,252,244
THAP9-AS1,2361,2448,1406,971
THBD,0,0,0,2
THBS1,47239,34369,14761,11522
THBS2,0,0,0,0
THBS3,192,104,176,139
THBS4,20,9,23,16
THCAT155,0,0,0,0
THCAT158,0,1,2,3
THEG,1,0,0,0
THEG5,0,0,0,0
THEGL,0,0,0,0
THEM4,1629,1406,1771,1433
THEM5,0,0,0,0
THEM6,507,152,1218,1077
THEMIS,0,0,0,0
THEMIS2,0,0,1,0
THG1L,1019,737,818,558
THNSL1,393,488,496,328
THNSL2,82,31,39,27
THOC1,1968,2118,1531,1205
THOC2,8334,9523,6546,5063
THOC3,394,340,530,386
THOC5,5583,3496,5093,3700
THOC6,652,198,1255,888
THOC7,1460,1410,1324,991
THOC7-AS1,0,0,0,0
THOP1,2018,692,2720,2347
THORLNC,20,11,0,1
THPO,0,0,4,4
THRA,267,119,588,495
THRA1/BTR,0,0,0,0
THRAP3,10926,9401,7287,5624
THRB,1008,903,630,464
THRB-AS1,1,0,0,2
THRIL,0,0,0,3
THRSP,0,0,0,1
THSD1,13,4,11,15
THSD4,2659,1739,1184,1016
THSD4-AS1,1,0,0,0
THSD4-AS2,4,0,0,0
THSD7A,0,0,0,0
THSD7B,46,33,3,5
THTPA,511,259,518,364
THUMPD1,1863,1931,2849,2082
THUMPD2,960,852,775,700
THUMPD3,2797,2594,2583,1815
THUMPD3-AS1,581,547,525,421
THY1,0,0,1,0
THYN1,642,576,595,447
TIA1,3468,3269,2663,2293
TIAF1,6,2,8,11
TIAL1,3144,3058,2106,2121
TIAM1,1221,826,564,464
TIAM2,378,294,157,73
TICAM1,68,34,145,169
TICAM2,0,0,0,0
TICRR,2898,2226,4034,3374
TIE1,0,0,0,0
TIFA,653,644,423,318
TIFAB,0,0,0,0
TIGAR,960,978,872,632
TIGD1,365,309,241,226
TIGD2,629,646,388,268
TIGD3,18,20,22,13
TIGD4,3,5,6,4
TIGD5,209,34,293,252
TIGD6,162,100,82,72
TIGD7,73,94,32,31
TIGIT,2,1,0,0
TIMD4,0,0,0,0
TIMELESS,2935,2063,2951,2188
TIMM10,1151,648,1359,959
TIMM10B,1386,1349,1153,942
TIMM13,755,278,1153,1059
TIMM17A,3504,3385,4643,3484
TIMM17B,1199,386,1632,1287
TIMM21,446,376,525,377
TIMM22,1116,542,1030,818
TIMM23,3750,3126,3568,2627
TIMM23B,231,244,139,130
TIMM23B-AGAP6,56,29,47,36
TIMM29,424,280,365,299
TIMM44,1801,830,1866,1474
TIMM50,2081,950,2701,1901
TIMM8A,1570,1529,1327,1062
TIMM8B,1243,1028,1228,844
TIMM9,1222,1315,928,783
TIMMDC1,2282,1582,2205,1678
TIMP1,1596,513,1825,1406
TIMP2,2495,1899,1619,1461
TIMP3,388,348,975,802
TIMP4,124,76,130,111
TINAG,0,0,0,0
TINAGL1,505,226,662,559
TINCR,70,37,415,343
TINF2,1175,727,951,709
TIPARP,11725,11135,4600,3165
TIPARP-AS1,38,16,10,9
TIPIN,950,1018,1271,896
TIPRL,4865,5274,2863,2224
TIRAP,107,46,99,89
TJAP1,898,356,654,566
TJP1,8026,7562,4442,3531
TJP2,1685,1280,1633,1169
TJP3,1,1,31,18
TK1,984,272,1193,985
TK2,692,435,626,556
TKFC,446,175,703,589
TKT,10761,4248,25789,20580
TKTL1,0,0,3,6
TKTL2,0,0,0,0
TLCD1,706,400,749,602
TLCD2,156,166,99,113
TLCD3A,934,497,1545,1164
TLCD3B,1,0,1,1
TLCD4,550,591,574,518
TLCD4-RWDD3,31,21,20,9
TLCD5,390,299,200,136
TLDC2,0,0,0,0
TLE1,975,642,493,386
TLE2,8,5,55,83
TLE3,840,515,1212,1170
TLE4,678,560,97,50
TLE5,1262,522,2066,1843
TLE6,10,3,29,23
TLE7,0,0,0,0
TLK1,3381,3417,2129,2275
TLK2,1503,1259,1113,871
TLL1,2022,1862,1633,1355
TLL2,1,1,1,0
TLN1,8647,3964,5914,5228
TLN2,747,453,373,359
TLNRD1,262,196,201,182
TLR1,7,2,1,1
TLR10,1,0,0,0
TLR2,0,0,0,0
TLR3,130,102,120,81
TLR4,1330,1400,18,15
TLR5,9,8,0,0
TLR6,204,231,36,47
TLR7,0,0,0,0
TLR8,0,0,0,0
TLR8-AS1,0,0,0,0
TLR9,0,0,0,0
TLX1,0,0,0,0
TLX1NB,0,0,0,0
TLX2,0,0,0,0
